4,5,-1
9,10,-1
14,15,-1
19,20,-1
19,21,-1
18,19,-1
17,18,-1
17,22,-1
17,23,-1
16,17,-1
14,16,-1
13,14,-1
12,13,-1
12,24,-1
12,25,-1
11,12,-1
9,11,-1
8,9,-1
7,8,-1
7,26,-1
7,27,-1
6,7,-1
4,6,-1
3,4,-1
2,3,-1
2,28,-1
2,29,-1
1,2,-1
33,34,-1
38,39,-1
38,11,-1
37,38,-1
36,37,-1
36,40,-1
36,41,-1
35,36,-1
33,35,-1
32,33,-1
31,32,-1
31,42,-1
31,43,-1
30,31,-1
